"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode"
"3.01397","4.5509",393.9,2651.5,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"5.64869","6.82635",515.1,2181.8,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"8.18363","9.20159",601,2550.5,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"11.77645","12.77444",631.3,2075.8,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"13.93214","14.97006",636.4,2045.5,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"16.08782","16.94611",601,1777.8,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"19.18164","20.67864",257.6,1954.5,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"20.25948","21.97605",237.4,2030.3,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"27.71457","28.87226",313.1,1515.2,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"30.6487","31.74651",318.2,1823.2,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"32.12574","33.20358",444.4,1828.3,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"34.43114","35.98802",232.3,2116.2,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"36.72655","37.82435",540.4,2090.9,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"38.66266","40.01996",282.8,2525.2,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"41.07784","42.29541",404,2570.7,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"42.31537","43.37325",590.9,2096,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"45.18962","46.02794",904,2010.1,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"55.2994","56.05788",530.3,1792.9,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"55.8982","57.27545",373.7,1888.9,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"57.69461","58.67265",550.5,2080.8,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"60.70857","61.86627",469.7,1762.6,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"65.47903","66.65669",373.7,2333.3,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
"67.73453","68.7525",474.8,1752.5,"AU-BSPM04-130506-140000.wav","AU-BSPM04-130506-140000.wav","y","i_neg","RB"
