StartTime,EndTime,LowFreq,HighFreq,StartFile,EndFile,Label,SignalCode
135.1694915,147.8813559,22,39,AU-BS02a-130702-132000.wav,AU-BS02a-130702-132000.wav,y,LM
510.0423729,517.9237288,27.3,45,AU-BS02a-130702-141000.wav,AU-BS02a-130702-141000.wav,y,LM
406.8898305,415.6610169,28,47.7,AU-BS02a-130703-045000.wav,AU-BS02a-130703-045000.wav,y,LM
427.7711864,433.8305085,26.1,37.9,AU-BS02a-130705-072000.wav,AU-BS02a-130705-072000.wav,y,LM
458.0254237,465.0169492,28.3,35.3,AU-BS02a-130706-070000.wav,AU-BS02a-130706-070000.wav,y,LM
44.87288136,53.98305085,23.1,38,AU-BS02a-130706-092000.wav,AU-BS02a-130706-092000.wav,y,LM
294.940678,304.8559322,26.5,42.6,AU-BS02a-130708-081000.wav,AU-BS02a-130708-081000.wav,y,LM
114.1440678,120.8813559,28.4,42.8,AU-BS02a-130708-130000.wav,AU-BS02a-130708-130000.wav,y,LM
123.5084746,134.2711864,21.7,43.7,AU-BS02a-130708-130000.wav,AU-BS02a-130708-130000.wav,y,LM
346.5423729,350.9915254,24.3,38.7,AU-BS02a-130708-130000.wav,AU-BS02a-130708-130000.wav,y,LM
305.059322,311.6271186,26.9,38,AU-BS02a-130708-133000.wav,AU-BS02a-130708-133000.wav,y,LM
470.3050847,474.559322,24.7,40.7,AU-BS02a-130708-133000.wav,AU-BS02a-130708-133000.wav,y,LM
328.5932203,343.2542373,23.2,38.3,AU-BS02a-130712-120000.wav,AU-BS02a-130712-120000.wav,y,LM
592.9745763,599.7966102,26.9,39.8,AU-BS02a-130712-122000.wav,AU-BS02a-130712-122000.wav,y,LM
63.41525424,69.6440678,25.6,34.9,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
138.6016949,142.8389831,29.2,41.4,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
175.2711864,179.6779661,25.1,38.4,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
250.9491525,255.3135593,22.7,34.4,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
313.2542373,319.3559322,29.4,36.5,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
354.1610169,360.7288136,26.8,47.2,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
452.0338983,458.7711864,26.4,43.2,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
502.1186441,508.0508475,22.8,37,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
543.4067797,550.2288136,25.7,41.4,AU-BS02a-130712-123000.wav,AU-BS02a-130712-123000.wav,y,LM
442.8389831,448.4322034,28.7,41,AU-BS02a-130712-130000.wav,AU-BS02a-130712-130000.wav,y,LM
1.872881356,6.491525424,29.5,45.8,AU-BS02a-130712-132000.wav,AU-BS02a-130712-132000.wav,y,LM
296.8050847,309.3050847,18.3,47.7,AU-BS02a-130713-132000.wav,AU-BS02a-130713-132000.wav,y,LM
570.3050847,575.2627119,31.2,44.8,AU-BS02a-130713-142000.wav,AU-BS02a-130713-142000.wav,y,LM
51.88983051,57.05932203,33.6,45.6,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
106.059322,117.3728814,20.2,36.9,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
216.6440678,231.6016949,24.5,37.9,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
158.4237288,167.7033898,22.1,34.2,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
296.0338983,301.5,29.2,46.3,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
317.779661,334.6016949,24.3,46.5,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
511.6016949,515.7542373,28.2,41.5,AU-BS02a-130713-145000.wav,AU-BS02a-130713-145000.wav,y,LM
217.3389831,226.9576271,27.6,50.8,AU-BS02a-130715-061000.wav,AU-BS02a-130715-061000.wav,y,LM
517.9830508,524.2966102,31.3,42.2,AU-BS02a-130715-065000.wav,AU-BS02a-130715-065000.wav,y,LM
64.48305085,69.1440678,23.9,32,AU-BS02a-130715-071000.wav,AU-BS02a-130715-071000.wav,y,LM
136.3644068,141.8728814,28.2,39.9,AU-BS02a-130715-071000.wav,AU-BS02a-130715-071000.wav,y,LM
554.6355932,559.5084746,20.4,31,AU-BS02a-130715-071000.wav,AU-BS02a-130715-071000.wav,y,LM
52.63559322,61.87288136,31,45.2,AU-BS02a-130715-073000.wav,AU-BS02a-130715-073000.wav,y,LM
439.4915254,445.5084746,35.5,49.6,AU-BS02a-130715-073000.wav,AU-BS02a-130715-073000.wav,y,LM
221.8135593,227.9152542,27.6,42.6,AU-BS02a-130715-080000.wav,AU-BS02a-130715-080000.wav,y,LM
363.8050847,369.8644068,27.3,41,AU-BS02a-130716-021000.wav,AU-BS02a-130716-021000.wav,y,LM
35.37288136,44.61016949,29.2,44.1,AU-BS02a-130716-032000.wav,AU-BS02a-130716-032000.wav,y,LM
541.0084746,545.4152542,28,48.7,AU-BS02a-130716-033000.wav,AU-BS02a-130716-033000.wav,y,LM
332.3983051,336.8474576,27.1,39,AU-BS02a-130716-034000.wav,AU-BS02a-130716-034000.wav,y,LM
430.7542373,436.940678,27.2,39.6,AU-BS02a-130716-060000.wav,AU-BS02a-130716-060000.wav,y,LM
1.949152542,6.610169492,26.7,37.6,AU-BS02a-130716-063000.wav,AU-BS02a-130716-063000.wav,y,LM
588.8305085,596.0338983,31.8,45.2,AU-BS02a-130716-063000.wav,AU-BS02a-130716-063000.wav,y,LM
522.2627119,533.4915254,32.3,45.5,AU-BS02a-130716-132000.wav,AU-BS02a-130716-132000.wav,y,LM
29.49152542,34.87288136,29.2,38,AU-BS02a-130716-213000.wav,AU-BS02a-130716-213000.wav,y,LM
414.9237288,419.5423729,24.6,35.3,AU-BS02a-130717-022000.wav,AU-BS02a-130717-022000.wav,y,LM
