"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode"
"292.6957","293.66269",841.5,3288.3,"AU-AWBF02-120922-120000.wav","AU-AWBF02-120922-120000.wav","y","i_neg","RB"
"10.13972","11.29741",606,1686.9,"AU-AWBF02-120930-110000.wav","AU-AWBF02-120930-110000.wav","y","i_neg","RB"
"100.68862","102.02595",454.6,1636.4,"AU-AWBF02-120930-110000.wav","AU-AWBF02-120930-110000.wav","y","i_neg","RB"
"154.08184","155.5988",454.6,1459.6,"AU-AWBF02-120930-110000.wav","AU-AWBF02-120930-110000.wav","y","i_neg","RB"
"166.99156","168.30391",389.6,1376.6,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"190.28012","191.50038",374,1568.8,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"250.11895","251.24712",436.4,1657.1,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"282.40982","283.60706",420.8,1652,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"288.41903","289.66232",457.1,1605.2,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"302.1297","302.91251",503.9,1184.4,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"432.70913","433.67613",451.9,1080.5,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"451.60015","452.88949",457.1,1444.2,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"487.77053","488.55334",529.9,1059.7,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"517.98925","518.97928",545.5,1413,"AU-AWBF02-121027-020000.wav","AU-AWBF02-121027-020000.wav","y","i_neg","RB"
"64.11178","64.89022",505.1,1030.3,"AU-AWBF02-121106-080000.wav","AU-AWBF02-121106-080000.wav","y","i_neg","RB"
"99.7604799999999","100.61876",313.1,909.1,"AU-AWBF02-121106-080000.wav","AU-AWBF02-121106-080000.wav","y","i_neg","RB"
"54.44112","55.8982000000001",232.3,1510.1,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"94.68064","95.87824",247.5,1096,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"231.21756","232.53493",202,1616.2,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"298.93214","300.4491",267.7,1399,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"376.60679","377.34531",474.8,1363.6,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"514.81871","515.99635",313.1,1242.4,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"528.75084","529.72888",313.1,1085.8,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"535.22789","536.44545",202,995,"AU-AWBF02-121106-120000.wav","AU-AWBF02-121106-120000.wav","y","i_neg","RB"
"26.2974100000001","27.3353299999999",459.6,1065.7,"AU-AWBF02-121107-140000.wav","AU-AWBF02-121107-140000.wav","y","i_neg","RB"
"28.7525000000001","29.8702600000001",444.4,1121.2,"AU-AWBF02-121107-140000.wav","AU-AWBF02-121107-140000.wav","y","i_neg","RB"
"280.60878","281.46706",464.6,1035.3,"AU-AWBF02-121107-140000.wav","AU-AWBF02-121107-140000.wav","y","i_neg","RB"
"295.93812","296.71657",429.3,974.8,"AU-AWBF02-121107-140000.wav","AU-AWBF02-121107-140000.wav","y","i_neg","RB"
"367.43513","368.99202",237.4,1217.2,"AU-AWBF02-121107-140000.wav","AU-AWBF02-121107-140000.wav","y","i_neg","RB"
"45.7285400000001","46.6466999999998",388.9,1156.5,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"66.0778300000002","67.1956100000002",252.5,1015.1,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"82.0359199999998","83.3133699999998",237.4,1121.2,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"89.4311400000001","90.5888199999999",262.6,1050.5,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"102.13572","103.15369",191.9,843.4,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"106.56687","107.56487",262.6,787.9,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"122.98403","124.14172",368.7,1277.8,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"432.41517","433.53293",237.4,1080.8,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"583.47304","584.57086",237.4,1156.5,"AU-AWBF02-121108-100000.wav","AU-AWBF02-121108-100000.wav","y","i_neg","RB"
"20.33932","21.6367200000004",358.6,1161.6,"AU-AWBF02-121110-010000.wav","AU-AWBF02-121110-010000.wav","y","i_neg","RB"
