"FileName","FullPath","StartTime","Duration","Deployment","SegStart","SegDur","SiteID","Type"
"NOPP6-EST-090401-000000.wav","/XT09_MR_MA01/04_2009/","090401-000000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-000000.wav","/XT09_MR_MA01/04_2009/","090401-000000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-000000.wav","/XT09_MR_MA01/04_2009/","090401-000000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-000000.wav","/XT09_MR_MA01/04_2009/","090401-000000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-001500.wav","/XT09_MR_MA01/04_2009/","090401-001500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-001500.wav","/XT09_MR_MA01/04_2009/","090401-001500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-001500.wav","/XT09_MR_MA01/04_2009/","090401-001500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-001500.wav","/XT09_MR_MA01/04_2009/","090401-001500",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-003000.wav","/XT09_MR_MA01/04_2009/","090401-003000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-003000.wav","/XT09_MR_MA01/04_2009/","090401-003000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-003000.wav","/XT09_MR_MA01/04_2009/","090401-003000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-003000.wav","/XT09_MR_MA01/04_2009/","090401-003000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-004500.wav","/XT09_MR_MA01/04_2009/","090401-004500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-004500.wav","/XT09_MR_MA01/04_2009/","090401-004500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-004500.wav","/XT09_MR_MA01/04_2009/","090401-004500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-004500.wav","/XT09_MR_MA01/04_2009/","090401-004500",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-010000.wav","/XT09_MR_MA01/04_2009/","090401-010000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-010000.wav","/XT09_MR_MA01/04_2009/","090401-010000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-010000.wav","/XT09_MR_MA01/04_2009/","090401-010000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-010000.wav","/XT09_MR_MA01/04_2009/","090401-010000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-011500.wav","/XT09_MR_MA01/04_2009/","090401-011500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-011500.wav","/XT09_MR_MA01/04_2009/","090401-011500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-011500.wav","/XT09_MR_MA01/04_2009/","090401-011500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-011500.wav","/XT09_MR_MA01/04_2009/","090401-011500",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-013000.wav","/XT09_MR_MA01/04_2009/","090401-013000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-013000.wav","/XT09_MR_MA01/04_2009/","090401-013000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-013000.wav","/XT09_MR_MA01/04_2009/","090401-013000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-013000.wav","/XT09_MR_MA01/04_2009/","090401-013000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-014500.wav","/XT09_MR_MA01/04_2009/","090401-014500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-014500.wav","/XT09_MR_MA01/04_2009/","090401-014500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-014500.wav","/XT09_MR_MA01/04_2009/","090401-014500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-014500.wav","/XT09_MR_MA01/04_2009/","090401-014500",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-020000.wav","/XT09_MR_MA01/04_2009/","090401-020000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-020000.wav","/XT09_MR_MA01/04_2009/","090401-020000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-020000.wav","/XT09_MR_MA01/04_2009/","090401-020000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-020000.wav","/XT09_MR_MA01/04_2009/","090401-020000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-021500.wav","/XT09_MR_MA01/04_2009/","090401-021500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-021500.wav","/XT09_MR_MA01/04_2009/","090401-021500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-021500.wav","/XT09_MR_MA01/04_2009/","090401-021500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-021500.wav","/XT09_MR_MA01/04_2009/","090401-021500",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-023000.wav","/XT09_MR_MA01/04_2009/","090401-023000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-023000.wav","/XT09_MR_MA01/04_2009/","090401-023000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-023000.wav","/XT09_MR_MA01/04_2009/","090401-023000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-023000.wav","/XT09_MR_MA01/04_2009/","090401-023000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-024500.wav","/XT09_MR_MA01/04_2009/","090401-024500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-024500.wav","/XT09_MR_MA01/04_2009/","090401-024500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-024500.wav","/XT09_MR_MA01/04_2009/","090401-024500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-024500.wav","/XT09_MR_MA01/04_2009/","090401-024500",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-030000.wav","/XT09_MR_MA01/04_2009/","090401-030000",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-030000.wav","/XT09_MR_MA01/04_2009/","090401-030000",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-030000.wav","/XT09_MR_MA01/04_2009/","090401-030000",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-030000.wav","/XT09_MR_MA01/04_2009/","090401-030000",900,"XT09_MR_MA01",675,225,"MA01","MID"
"NOPP6-EST-090401-031500.wav","/XT09_MR_MA01/04_2009/","090401-031500",900,"XT09_MR_MA01",0,225,"MA01","MID"
"NOPP6-EST-090401-031500.wav","/XT09_MR_MA01/04_2009/","090401-031500",900,"XT09_MR_MA01",225,225,"MA01","MID"
"NOPP6-EST-090401-031500.wav","/XT09_MR_MA01/04_2009/","090401-031500",900,"XT09_MR_MA01",450,225,"MA01","MID"
"NOPP6-EST-090401-031500.wav","/XT09_MR_MA01/04_2009/","090401-031500",900,"XT09_MR_MA01",675,225,"MA01","MID"
