StartTime,EndTime,LowFreq,HighFreq,StartFile,EndFile,Label,SignalCode
228.5423729,235.0254237,30.5,40.6,AU-BS02a-130514-134000.wav,AU-BS02a-130514-134000.wav,y,LM
372.0508475,378.4491525,23.8,36.1,AU-BS02a-130514-134000.wav,AU-BS02a-130514-134000.wav,y,LM
394.4661017,404.2118644,32,38,AU-BS02a-130514-134000.wav,AU-BS02a-130514-134000.wav,y,LM
592.1088453,596.515625,35.7,42.8,AU-BS02a-130514-140000.wav,AU-BS02a-130514-140000.wav,y,LM
129.8291843,137.9224047,30.6,39.2,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
238.2105403,241.6427436,29.2,39.6,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
280.6681674,286.8122352,25.4,39.6,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
299.9224047,306.0664725,32.4,41.7,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
320.515625,325.0495233,28.7,43.1,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
413.8969809,418.8969809,31.4,43.2,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
550.9224047,556.2190148,31.6,42.1,AU-BS02a-130514-142000.wav,AU-BS02a-130514-142000.wav,y,LM
196.1766419,203.8885064,25.7,37.2,AU-BS02a-130514-144000.wav,AU-BS02a-130514-144000.wav,y,LM
218.7706568,223.5164195,24.3,40,AU-BS02a-130514-181000.wav,AU-BS02a-130514-181000.wav,y,LM
329.8215042,334.5248941,30.3,43.3,AU-BS02a-130514-181000.wav,AU-BS02a-130514-181000.wav,y,LM
421.465572,425.2791314,30.2,45,AU-BS02a-130514-181000.wav,AU-BS02a-130514-181000.wav,y,LM
516.2282839,520.7621822,31.2,45.2,AU-BS02a-130514-181000.wav,AU-BS02a-130514-181000.wav,y,LM
538.9147246,553.3638771,28.8,39.2,AU-BS02a-130514-181000.wav,AU-BS02a-130514-181000.wav,y,LM
17.67743644,21.44862288,28.8,39.8,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
36.82997881,42.21133475,32.5,41.1,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
106.3384534,110.9147246,31.3,41.7,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
113.8130297,121.90625,30.5,39.4,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
208.4972193,216.2090837,29.7,45.5,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
306.2853549,309.6328125,27.9,36.9,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
309.9294227,317.5141684,25.8,40.7,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
393.6751854,401.4717956,28.3,35.9,AU-BS02a-130514-182000.wav,AU-BS02a-130514-182000.wav,y,LM
16.20060911,23.61586335,27.7,35.7,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
139.6291049,143.7816472,28.3,44.3,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
255.6799523,258.9850371,30.2,42.2,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
268.0104608,271.2307998,28.4,41.4,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
339.1036811,342.7053761,29,45.2,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
361.1375794,373.9341896,25.1,43.5,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
420.2223252,424.6291049,27.6,44.1,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
463.0358845,473.1630032,27.9,40,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
566.2477489,574.9341896,27.3,39.6,AU-BS02a-130514-183000.wav,AU-BS02a-130514-183000.wav,y,LM
86.06978284,97.12910487,28.6,41.8,AU-BS02a-130514-184000.wav,AU-BS02a-130514-184000.wav,y,LM
235.7392744,244.807071,29.8,43.9,AU-BS02a-130514-184000.wav,AU-BS02a-130514-184000.wav,y,LM
331.2392744,340.6884269,25.8,42.5,AU-BS02a-130514-184000.wav,AU-BS02a-130514-184000.wav,y,LM
362.2307998,371.3833422,28.6,44.1,AU-BS02a-130514-184000.wav,AU-BS02a-130514-184000.wav,y,LM
430.4680879,442.5443591,25.8,41.1,AU-BS02a-130514-184000.wav,AU-BS02a-130514-184000.wav,y,LM
377.0358845,388.3918167,27.1,43.9,AU-BS02a-130514-185000.wav,AU-BS02a-130514-185000.wav,y,LM
487.6630032,493.807071,28.2,45.2,AU-BS02a-130514-185000.wav,AU-BS02a-130514-185000.wav,y,LM
574.5613083,586.0443591,26.4,39.4,AU-BS02a-130514-185000.wav,AU-BS02a-130514-185000.wav,y,LM
75.06130826,83.06978284,23.5,42.6,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
186.5782574,196.5358845,25.4,41.5,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
197.2562235,200.2223252,26.4,41.1,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
280.1545286,289.5613083,27.3,40.2,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
380.1036811,390.0189354,28,43.2,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
391.586732,398.6206303,26.8,45.9,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
409.866393,413.9341896,28.2,42,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
476.5782574,483.146054,28.6,42.4,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
509.8579184,520.1121557,27.3,41.8,AU-BS02a-130514-190000.wav,AU-BS02a-130514-190000.wav,y,LM
99.44266419,106.6036811,26.8,39.5,AU-BS02a-130514-191000.wav,AU-BS02a-130514-191000.wav,y,LM
386.6884269,394.866393,29.1,43.1,AU-BS02a-130514-191000.wav,AU-BS02a-130514-191000.wav,y,LM
311.0528337,314.9935117,25.8,43.1,AU-BS02a-130514-192000.wav,AU-BS02a-130514-192000.wav,y,LM
582.9596133,588.425715,28.7,42.6,AU-BS02a-130514-192000.wav,AU-BS02a-130514-192000.wav,y,LM
109.4935117,116.9087659,29.8,45.8,AU-BS02a-130514-193000.wav,AU-BS02a-130514-193000.wav,y,LM
182.2223252,190.4850371,27.1,45.2,AU-BS02a-130514-193000.wav,AU-BS02a-130514-193000.wav,y,LM
285.1799523,293.6121557,23.1,43.2,AU-BS02a-130514-193000.wav,AU-BS02a-130514-193000.wav,y,LM
386.0613083,393.0952066,24.1,47.6,AU-BS02a-130514-193000.wav,AU-BS02a-130514-193000.wav,y,LM
469.3409693,476.8409693,27.2,37.7,AU-BS02a-130514-193000.wav,AU-BS02a-130514-193000.wav,y,LM
542.3833422,550.9850371,27.5,44,AU-BS02a-130514-193000.wav,AU-BS02a-130514-193000.wav,y,LM
12.48503708,17.40029131,28.7,41.8,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
41.12910487,49.60368114,26.7,45.6,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
55.51046081,61.14605402,29.5,47,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
110.3155456,123.7053761,24.5,44.6,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
123.9172405,134.2562235,28.6,40.2,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
167.8748676,175.2053761,25.3,43.7,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
228.1884269,241.02741,27.7,44,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
324.5782574,335.2985964,24.7,39,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
331.2307998,340.0443591,29.1,45.4,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
478.6375794,485.2901218,33.8,44.8,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
530.0528337,535.5613083,29.4,43.5,AU-BS02a-130514-194000.wav,AU-BS02a-130514-194000.wav,y,LM
98.84944386,102.8324947,32.4,39.1,AU-BS02a-130514-195000.wav,AU-BS02a-130514-195000.wav,y,LM
78.17147775,82.95961335,30.8,41.3,AU-BS02a-130514-200000.wav,AU-BS02a-130514-200000.wav,y,LM
183.3748676,191.7646981,25.1,41.1,AU-BS02a-130514-200000.wav,AU-BS02a-130514-200000.wav,y,LM
223.0952066,229.8748676,26.9,37.6,AU-BS02a-130514-200000.wav,AU-BS02a-130514-200000.wav,y,LM
302.8240201,314.1799523,24.6,39.1,AU-BS02a-130514-200000.wav,AU-BS02a-130514-200000.wav,y,LM
396.2562235,409.2646981,25.4,39.8,AU-BS02a-130514-200000.wav,AU-BS02a-130514-200000.wav,y,LM
583.8494439,596.8579184,24.5,37.4,AU-BS02a-130514-200000.wav,AU-BS02a-130514-200000.wav,y,LM
198.366393,205.3155456,28.2,40,AU-BS02a-130514-201000.wav,AU-BS02a-130514-201000.wav,y,LM
436.3324947,443.9172405,29.1,38.4,AU-BS02a-130514-201000.wav,AU-BS02a-130514-201000.wav,y,LM
562.425715,570.4765625,33.1,43.1,AU-BS02a-130514-201000.wav,AU-BS02a-130514-201000.wav,y,LM
567.2138506,571.9596133,26,33.3,AU-BS02a-130514-201000.wav,AU-BS02a-130514-201000.wav,y,LM
255.0952066,266.7477489,22.1,36.6,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
322.9680879,327.1630032,29.4,40.6,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
328.5613083,336.0189354,29.5,37.7,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
376.1206303,387.307071,23.6,37.3,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
391.0358845,397.9850371,33.3,43.1,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
427.2392744,436.2223252,25.1,39.8,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
548.2053761,555.7477489,31.4,44.6,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
561.425715,574.0528337,23.2,38.5,AU-BS02a-130514-202000.wav,AU-BS02a-130514-202000.wav,y,LM
1.696901483,7.84096928,29.8,38.4,AU-BS02a-130514-203000.wav,AU-BS02a-130514-203000.wav,y,LM
105.4596133,117.9172405,25.6,41.3,AU-BS02a-130514-203000.wav,AU-BS02a-130514-203000.wav,y,LM
331.6714778,339.3409693,29.5,44,AU-BS02a-130514-203000.wav,AU-BS02a-130514-203000.wav,y,LM
66.26469809,75.3324947,29,40.9,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
146.0443591,149.3918167,25.7,39.9,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
158.586732,166.1714778,27.3,41.1,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
215.425715,225.5528337,23.5,43.3,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
288.2816472,301.1206303,28.4,41.8,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
404.5019862,417.2562235,23.6,42.5,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
444.7307998,450.8748676,26.4,41.4,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
484.6206303,493.4765625,25.6,39.9,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
542.6884269,559.2562235,22.1,37.7,AU-BS02a-130514-204000.wav,AU-BS02a-130514-204000.wav,y,LM
593.8494439,5.883342161,28.4,44,AU-BS02a-130514-204000.wav,AU-BS02a-130514-205000.wav,y,LM
34.92571504,45.56130826,24.9,41.4,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
86.51046081,95.49351165,29.5,45.4,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
117.4426642,120.7053761,25.4,36.6,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
167.3748676,171.2731727,31.7,40.7,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
189.6714778,198.4002913,29,40.2,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
198.7816472,206.7901218,25.3,39.1,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
205.8579184,210.1799523,31.8,43.5,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
275.9172405,282.6545286,29.5,41,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
292.6714778,296.3155456,28.6,43.1,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
389.0019862,396.4172405,28.8,40.7,AU-BS02a-130514-205000.wav,AU-BS02a-130514-205000.wav,y,LM
