StartTime,EndTime,LowFreq,HighFreq,StartFile,EndFile,Label,SignalCode
97.22033898,103.1525424,34.3,47.8,AU-BS02a-130603-134000.wav,AU-BS02a-130603-134000.wav,y,LM
263.4152542,274.4745763,23.4,36.8,AU-BS02a-130603-134000.wav,AU-BS02a-130603-134000.wav,y,LM
537.4745763,541.5,20.4,29.7,AU-BS02a-130603-134000.wav,AU-BS02a-130603-134000.wav,y,LM
410.7033898,450.5508475,29.8,39.6,AU-BS02a-130603-142000.wav,AU-BS02a-130603-142000.wav,y,LM
77.38135593,85.22033898,23.5,32.1,AU-BS02a-130603-143000.wav,AU-BS02a-130603-143000.wav,y,LM
151.8050847,178.1610169,29.7,40.6,AU-BS02a-130603-143000.wav,AU-BS02a-130603-143000.wav,y,LM
281.4576271,315.2288136,29.9,42.8,AU-BS02a-130603-143000.wav,AU-BS02a-130603-143000.wav,y,LM
407.1271186,427.9322034,27.5,40.3,AU-BS02a-130603-143000.wav,AU-BS02a-130603-143000.wav,y,LM
434.6610169,451.5254237,18.3,29.5,AU-BS02a-130606-072000.wav,AU-BS02a-130606-072000.wav,y,LM
321.6694915,326.7542373,23,35.9,AU-BS02a-130609-090000.wav,AU-BS02a-130609-090000.wav,y,LM
502.7627119,508.1016949,23.6,35.7,AU-BS02a-130609-144000.wav,AU-BS02a-130609-144000.wav,y,LM
585.779661,590.3983051,20.2,30.8,AU-BS02a-130609-144000.wav,AU-BS02a-130609-144000.wav,y,LM
198,203.1694915,30.3,41.3,AU-BS02a-130610-104000.wav,AU-BS02a-130610-104000.wav,y,LM
249.2288136,253.6779661,25.3,34.6,AU-BS02a-130610-104000.wav,AU-BS02a-130610-104000.wav,y,LM
