"FileName","FullPath","StartTime","Duration","Deployment","SiteID"
"NOPP6-EST-20090401-000000.wav","/NOPP6_EST_20090401/04_2009/","090401-000000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-001500.wav","/NOPP6_EST_20090401/04_2009/","090401-001500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-003000.wav","/NOPP6_EST_20090401/04_2009/","090401-003000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-004500.wav","/NOPP6_EST_20090401/04_2009/","090401-004500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-010000.wav","/NOPP6_EST_20090401/04_2009/","090401-010000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-011500.wav","/NOPP6_EST_20090401/04_2009/","090401-011500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-013000.wav","/NOPP6_EST_20090401/04_2009/","090401-013000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-014500.wav","/NOPP6_EST_20090401/04_2009/","090401-014500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-020000.wav","/NOPP6_EST_20090401/04_2009/","090401-020000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-021500.wav","/NOPP6_EST_20090401/04_2009/","090401-021500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-023000.wav","/NOPP6_EST_20090401/04_2009/","090401-023000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-024500.wav","/NOPP6_EST_20090401/04_2009/","090401-024500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-030000.wav","/NOPP6_EST_20090401/04_2009/","090401-030000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-031500.wav","/NOPP6_EST_20090401/04_2009/","090401-031500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-033000.wav","/NOPP6_EST_20090401/04_2009/","090401-033000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-034500.wav","/NOPP6_EST_20090401/04_2009/","090401-034500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-040000.wav","/NOPP6_EST_20090401/04_2009/","090401-040000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-041500.wav","/NOPP6_EST_20090401/04_2009/","090401-041500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-043000.wav","/NOPP6_EST_20090401/04_2009/","090401-043000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-044500.wav","/NOPP6_EST_20090401/04_2009/","090401-044500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-050000.wav","/NOPP6_EST_20090401/04_2009/","090401-050000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-051500.wav","/NOPP6_EST_20090401/04_2009/","090401-051500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-053000.wav","/NOPP6_EST_20090401/04_2009/","090401-053000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-054500.wav","/NOPP6_EST_20090401/04_2009/","090401-054500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-060000.wav","/NOPP6_EST_20090401/04_2009/","090401-060000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-061500.wav","/NOPP6_EST_20090401/04_2009/","090401-061500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-063000.wav","/NOPP6_EST_20090401/04_2009/","090401-063000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-064500.wav","/NOPP6_EST_20090401/04_2009/","090401-064500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-070000.wav","/NOPP6_EST_20090401/04_2009/","090401-070000","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-071500.wav","/NOPP6_EST_20090401/04_2009/","090401-071500","900","NOPP6_EST_20090401","20090401"
"NOPP6-EST-20090401-073000.wav","/NOPP6_EST_20090401/04_2009/","090401-073000","900","NOPP6_EST_20090401","20090401"
