FileName,FullPath,StartTime,Duration,Deployment,SegStart,SegDur,SiteID
AM-XBCS01-190708-220001.wav,/XB19_AM_CS01/07_2019/,190708-220001,341,XB19_AM_CS01,0,341,CS01
AM-XBCS01-190816-153001.wav,/XB19_AM_CS01/08_2019/,190816-153001,341,XB19_AM_CS01,0,341,CS01
AU-XBLB01-151126-133000.wav,/XB15_AU_LB01/11_2015/,151126-133000,420,XB15_AU_LB01,0,420,LB01
AU-XBLB01-160110-150000.wav,/XB15_AU_LB01/01_2016/,160110-150000,420,XB15_AU_LB01,0,420,LB01
AU-XBTI01-120901-144500.wav,/XB12_AU_TI01/09_2012/,120901-144500,270,XB12_AU_TI01,0,270,TI01
AU-XBTI01-121025-170000.wav,/XB12_AU_TI01/10_2012/,121025-170000,270,XB12_AU_TI01,0,270,TI01
AU-XBLB01-151021-191500.wav,/XB15_AU_LB01/10_2015/,151021-191500,420,XB15_AU_LB01,0,420,LB01
AM-XBCS01-190816-153001.wav,/XB19_AM_CS01/08_2019/,190816-153001,341,XB19_AM_CS01,0,341,CS01
AM-XBCS01-190904-194501.wav,/XB19_AM_CS01/09_2019/,190904-194501,341,XB19_AM_CS01,0,341,CS01
AM-XBCS01-190913-010001.wav,/XB19_AM_CS01/09_2019/,190913-010001,341,XB19_AM_CS01,0,341,CS01
AM-XBCS01-191007-110001.wav,/XB19_AM_CS01/10_2019/,191007-110001,341,XB19_AM_CS01,0,341,CS01
AM-XBCS01-191007-113001.wav,/XB19_AM_CS01/10_2019/,191007-113001,341,XB19_AM_CS01,0,341,CS01
AM-XBCS01-200705-063001.wav,/XB19_AM_CS01/07_2020/,200705-063001,341,XB19_AM_CS01,0,341,CS01
