"StartTime","EndTime","LowFreq","HighFreq","StartFile","EndFile","label","Type","SignalCode"
"485.919491525","487.063559322",86.1,194.8,"AU-BSPM02_a-130703-091000.wav","AU-BSPM02_a-130703-091000.wav","y","i_neg","RW"
"536.783898305","537.843220339",99.4,174.3,"AU-BSPM02_a-130703-091000.wav","AU-BSPM02_a-130703-091000.wav","y","i_neg","RW"
"572.004237288","573.190677966",92.3,198.9,"AU-BSPM02_a-130703-091000.wav","AU-BSPM02_a-130703-091000.wav","y","i_neg","RW"
"593.919491525","595.084745763",105.6,195.8,"AU-BSPM02_a-130703-091000.wav","AU-BSPM02_a-130703-091000.wav","y","i_neg","RW"
"243.991525424","245.029661017",74.8,162,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"264.478813559","265.580508475",62.5,137.4,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"286.987288136","288.152542373",63.6,152.7,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"299.072033898","300.38559322",77.9,144.5,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"315.597457627","316.953389831",65.6,135.3,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"365.402542373","366.588983051",56.4,155.8,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"373.093220339","374.088983051",80,160.9,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"384.076271186","385.305084746",54.3,135.3,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"414.762711864","416.161016949",58.4,166.1,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"440.915254237","441.953389831",67.7,148.6,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"480.775423729","481.919491525",72.8,170.2,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"508.991525424","509.923728814",73.8,132.2,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"521.936440678","523.588983051",63.6,159.9,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"548.025423729","549.381355932",56.4,133.3,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"564.516949153","565.661016949",75.9,152.7,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"584.516949153","585.661016949",67.7,155.8,"AU-BSPM02_a-130703-130000.wav","AU-BSPM02_a-130703-130000.wav","y","i_neg","RW"
"36.512711864","37.63559322",54.3,165,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"49.627118644","50.389830508",57.4,145.6,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"154.088983051","155.360169492",86.1,201.9,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"239.072033898","240.088983051",85.1,195.8,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"311.194915254","312.550847458",64.6,198.9,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"357.843220339","359.262711864",74.8,215.3,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"386.43220339","387.915254237",49.2,160.9,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"421.86440678","423.008474576",67.7,159.9,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"462.940677966","464.720338983",80,209.1,"AU-BSPM02_a-130703-131000.wav","AU-BSPM02_a-130703-131000.wav","y","i_neg","RW"
"12.495762712","13.9788135589999",78.9,195.8,"AU-BSPM02_a-130703-133000.wav","AU-BSPM02_a-130703-133000.wav","y","i_neg","RW"
"30.9364406780001","32.3771186439999",77.9,209.1,"AU-BSPM02_a-130703-133000.wav","AU-BSPM02_a-130703-133000.wav","y","i_neg","RW"
