StartTime,EndTime,LowFreq,HighFreq,StartFile,EndFile,label,SignalCode,Type,Analyst
12.195,13.354,63.4,516.7,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
79.731,80.524,17.2,478.1,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
303.109,304.511,58.7,985,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
306.219,307.073,21.8,985,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
308.231,309.511,40.3,796,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
323.597,325.243,95.6,994.2,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
360.829,361.805,141.7,948.1,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
367.597,368.451,72.5,819.1,AU-XBLB01-150806-084500.wav,AU-XBLB01-150806-084500.wav,y,i_neg,GS,DLW
99.415,100.513,3.4,994.2,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
254.89,255.683,127.8,713.1,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
293.768,294.622,0,491.9,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
301.268,301.878,4.6,350.2,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
310.415,311.208,55.3,972.4,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
338.097,339.987,0,801.8,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
345.451,346.61,138.2,788,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
363.866,364.781,73.7,926.3,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
367.097,368.073,0,608.3,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
373.378,374.11,0,958.5,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
376.792,377.646,4.6,990.8,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
379.231,380.451,0,986.2,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
382.829,384.17,0,972.4,AU-XBLB01-150806-114500.wav,AU-XBLB01-150806-114500.wav,y,i_neg,GS,DLW
